"","location","target","type","unit","bin_start_incl","bin_end_notincl","value"
"10363","Iowa","Season peak percentage","Bin","percent","11.7","11.8",0
"10364","Iowa","Season peak percentage","Bin","percent","11.8","11.9",0
"10365","Iowa","Season peak percentage","Bin","percent","11.9","12.0",0
"10366","Iowa","Season peak percentage","Bin","percent","12.0","12.1",0
"10367","Iowa","Season peak percentage","Bin","percent","12.1","12.2",0
"10368","Iowa","Season peak percentage","Bin","percent","12.2","12.3",0
"10369","Iowa","Season peak percentage","Bin","percent","12.3","12.4",0
"10370","Iowa","Season peak percentage","Bin","percent","12.4","12.5",0
"10371","Iowa","Season peak percentage","Bin","percent","12.5","12.6",0
"10372","Iowa","Season peak percentage","Bin","percent","12.6","12.7",0
"10373","Iowa","Season peak percentage","Bin","percent","12.7","12.8",0
"10374","Iowa","Season peak percentage","Bin","percent","12.8","12.9",0
"10375","Iowa","Season peak percentage","Bin","percent","12.9","13.0",0
"10376","Iowa","Season peak percentage","Bin","percent","13.0","100.0",0
"10377","Iowa","Season peak week","Point","week",NA,NA,2
"10378","Iowa","Season peak week","Bin","week","40.0","41.0",0.0693756194251734
"10379","Iowa","Season peak week","Bin","week","41.0","42.0",0
"10380","Iowa","Season peak week","Bin","week","42.0","43.0",0.0703666997026759
"10381","Iowa","Season peak week","Bin","week","43.0","44.0",0
"10382","Iowa","Season peak week","Bin","week","44.0","45.0",0.0673934588701685
"10383","Iowa","Season peak week","Bin","week","45.0","46.0",0
"10384","Iowa","Season peak week","Bin","week","46.0","47.0",0.0654112983151635
"10385","Iowa","Season peak week","Bin","week","47.0","48.0",0
"10386","Iowa","Season peak week","Bin","week","48.0","49.0",0.068384539147671
"10387","Iowa","Season peak week","Bin","week","49.0","50.0",0
"10388","Iowa","Season peak week","Bin","week","50.0","51.0",0.0713577799801784
"10389","Iowa","Season peak week","Bin","week","51.0","52.0",0
"10390","Iowa","Season peak week","Bin","week","52.0","53.0",0.0703666997026759
"10391","Iowa","Season peak week","Bin","week","1.0","2.0",0
"10392","Iowa","Season peak week","Bin","week","2.0","3.0",0.0673934588701685
"10393","Iowa","Season peak week","Bin","week","3.0","4.0",0.0673934588701685
"10394","Iowa","Season peak week","Bin","week","4.0","5.0",0.0703666997026759
"10395","Iowa","Season peak week","Bin","week","5.0","6.0",0.0654112983151635
"10396","Iowa","Season peak week","Bin","week","6.0","7.0",0.0693756194251734
"10397","Iowa","Season peak week","Bin","week","7.0","8.0",0.0644202180376611
"10398","Iowa","Season peak week","Bin","week","8.0","9.0",0.068384539147671
"10399","Iowa","Season peak week","Bin","week","9.0","10.0",0.000991080277502478
"10400","Iowa","Season peak week","Bin","week","10.0","11.0",0
"10401","Iowa","Season peak week","Bin","week","11.0","12.0",0.0346878097125867
"10402","Iowa","Season peak week","Bin","week","12.0","13.0",0.00693756194251734
"10403","Iowa","Season peak week","Bin","week","13.0","14.0",0.00198216055500496
"10404","Iowa","Season peak week","Bin","week","14.0","15.0",0
"10405","Iowa","Season peak week","Bin","week","15.0","16.0",0
"10406","Iowa","Season peak week","Bin","week","16.0","17.0",0
"10407","Iowa","Season peak week","Bin","week","17.0","18.0",0
"10408","Iowa","Season peak week","Bin","week","18.0","19.0",0
"10409","Iowa","Season peak week","Bin","week","19.0","20.0",0
"10410","Iowa","Season peak week","Bin","week","20.0","21.0",0
"10411","Kansas","1 wk ahead","Point","percent",NA,NA,2.5
"10412","Kansas","1 wk ahead","Bin","percent","0.0","0.1",0.188
"10413","Kansas","1 wk ahead","Bin","percent","0.1","0.2",0.012
"10414","Kansas","1 wk ahead","Bin","percent","0.2","0.3",0.015
"10415","Kansas","1 wk ahead","Bin","percent","0.3","0.4",0.005
"10416","Kansas","1 wk ahead","Bin","percent","0.4","0.5",0.014
"10417","Kansas","1 wk ahead","Bin","percent","0.5","0.6",0.013
"10418","Kansas","1 wk ahead","Bin","percent","0.6","0.7",0.017
"10419","Kansas","1 wk ahead","Bin","percent","0.7","0.8",0.012
"10420","Kansas","1 wk ahead","Bin","percent","0.8","0.9",0.011
"10421","Kansas","1 wk ahead","Bin","percent","0.9","1.0",0.014
"10422","Kansas","1 wk ahead","Bin","percent","1.0","1.1",0.013
"10423","Kansas","1 wk ahead","Bin","percent","1.1","1.2",0.017
"10424","Kansas","1 wk ahead","Bin","percent","1.2","1.3",0.013
"10425","Kansas","1 wk ahead","Bin","percent","1.3","1.4",0.019
"10426","Kansas","1 wk ahead","Bin","percent","1.4","1.5",0.012
"10427","Kansas","1 wk ahead","Bin","percent","1.5","1.6",0.011
"10428","Kansas","1 wk ahead","Bin","percent","1.6","1.7",0.01
"10429","Kansas","1 wk ahead","Bin","percent","1.7","1.8",0.013
"10430","Kansas","1 wk ahead","Bin","percent","1.8","1.9",0.02
"10431","Kansas","1 wk ahead","Bin","percent","1.9","2.0",0.011
"10432","Kansas","1 wk ahead","Bin","percent","2.0","2.1",0.009
"10433","Kansas","1 wk ahead","Bin","percent","2.1","2.2",0.015
"10434","Kansas","1 wk ahead","Bin","percent","2.2","2.3",0.012
"10435","Kansas","1 wk ahead","Bin","percent","2.3","2.4",0.013
"10436","Kansas","1 wk ahead","Bin","percent","2.4","2.5",0.009
"10437","Kansas","1 wk ahead","Bin","percent","2.5","2.6",0.016
"10438","Kansas","1 wk ahead","Bin","percent","2.6","2.7",0.018
"10439","Kansas","1 wk ahead","Bin","percent","2.7","2.8",0.014
"10440","Kansas","1 wk ahead","Bin","percent","2.8","2.9",0.007
"10441","Kansas","1 wk ahead","Bin","percent","2.9","3.0",0.01
"10442","Kansas","1 wk ahead","Bin","percent","3.0","3.1",0.012
"10443","Kansas","1 wk ahead","Bin","percent","3.1","3.2",0.011
"10444","Kansas","1 wk ahead","Bin","percent","3.2","3.3",0.009
"10445","Kansas","1 wk ahead","Bin","percent","3.3","3.4",0.006
"10446","Kansas","1 wk ahead","Bin","percent","3.4","3.5",0.006
"10447","Kansas","1 wk ahead","Bin","percent","3.5","3.6",0.007
"10448","Kansas","1 wk ahead","Bin","percent","3.6","3.7",0.015
"10449","Kansas","1 wk ahead","Bin","percent","3.7","3.8",0.006
"10450","Kansas","1 wk ahead","Bin","percent","3.8","3.9",0.007
"10451","Kansas","1 wk ahead","Bin","percent","3.9","4.0",0.009
"10452","Kansas","1 wk ahead","Bin","percent","4.0","4.1",0.016
"10453","Kansas","1 wk ahead","Bin","percent","4.1","4.2",0.004
"10454","Kansas","1 wk ahead","Bin","percent","4.2","4.3",0.007
"10455","Kansas","1 wk ahead","Bin","percent","4.3","4.4",0.004
"10456","Kansas","1 wk ahead","Bin","percent","4.4","4.5",0.004
"10457","Kansas","1 wk ahead","Bin","percent","4.5","4.6",0.005
"10458","Kansas","1 wk ahead","Bin","percent","4.6","4.7",0.006
"10459","Kansas","1 wk ahead","Bin","percent","4.7","4.8",0.004
"10460","Kansas","1 wk ahead","Bin","percent","4.8","4.9",0.005
"10461","Kansas","1 wk ahead","Bin","percent","4.9","5.0",0.008
"10462","Kansas","1 wk ahead","Bin","percent","5.0","5.1",0.004
"10463","Kansas","1 wk ahead","Bin","percent","5.1","5.2",0.002
"10464","Kansas","1 wk ahead","Bin","percent","5.2","5.3",0.001
"10465","Kansas","1 wk ahead","Bin","percent","5.3","5.4",0.006
"10466","Kansas","1 wk ahead","Bin","percent","5.4","5.5",0.006
"10467","Kansas","1 wk ahead","Bin","percent","5.5","5.6",0.007
"10468","Kansas","1 wk ahead","Bin","percent","5.6","5.7",0.007
"10469","Kansas","1 wk ahead","Bin","percent","5.7","5.8",0.008
"10470","Kansas","1 wk ahead","Bin","percent","5.8","5.9",0.003
"10471","Kansas","1 wk ahead","Bin","percent","5.9","6.0",0.008
"10472","Kansas","1 wk ahead","Bin","percent","6.0","6.1",0.003
"10473","Kansas","1 wk ahead","Bin","percent","6.1","6.2",0.005
"10474","Kansas","1 wk ahead","Bin","percent","6.2","6.3",0.008
"10475","Kansas","1 wk ahead","Bin","percent","6.3","6.4",0.005
"10476","Kansas","1 wk ahead","Bin","percent","6.4","6.5",0.011
"10477","Kansas","1 wk ahead","Bin","percent","6.5","6.6",0.007
"10478","Kansas","1 wk ahead","Bin","percent","6.6","6.7",0.007
"10479","Kansas","1 wk ahead","Bin","percent","6.7","6.8",0.009
"10480","Kansas","1 wk ahead","Bin","percent","6.8","6.9",0.008
"10481","Kansas","1 wk ahead","Bin","percent","6.9","7.0",0.007
"10482","Kansas","1 wk ahead","Bin","percent","7.0","7.1",0.004
"10483","Kansas","1 wk ahead","Bin","percent","7.1","7.2",0.002
"10484","Kansas","1 wk ahead","Bin","percent","7.2","7.3",0.006
"10485","Kansas","1 wk ahead","Bin","percent","7.3","7.4",0.008
"10486","Kansas","1 wk ahead","Bin","percent","7.4","7.5",0.008
"10487","Kansas","1 wk ahead","Bin","percent","7.5","7.6",0.006
"10488","Kansas","1 wk ahead","Bin","percent","7.6","7.7",0.009
"10489","Kansas","1 wk ahead","Bin","percent","7.7","7.8",0.006
"10490","Kansas","1 wk ahead","Bin","percent","7.8","7.9",0.001
"10491","Kansas","1 wk ahead","Bin","percent","7.9","8.0",0.005
"10492","Kansas","1 wk ahead","Bin","percent","8.0","8.1",0.006
"10493","Kansas","1 wk ahead","Bin","percent","8.1","8.2",0.005
"10494","Kansas","1 wk ahead","Bin","percent","8.2","8.3",0.003
"10495","Kansas","1 wk ahead","Bin","percent","8.3","8.4",0.007
"10496","Kansas","1 wk ahead","Bin","percent","8.4","8.5",0.009
"10497","Kansas","1 wk ahead","Bin","percent","8.5","8.6",0.006
"10498","Kansas","1 wk ahead","Bin","percent","8.6","8.7",0.006
"10499","Kansas","1 wk ahead","Bin","percent","8.7","8.8",0.006
"10500","Kansas","1 wk ahead","Bin","percent","8.8","8.9",0.004
"10501","Kansas","1 wk ahead","Bin","percent","8.9","9.0",0
"10502","Kansas","1 wk ahead","Bin","percent","9.0","9.1",0.003
"10503","Kansas","1 wk ahead","Bin","percent","9.1","9.2",0.003
"10504","Kansas","1 wk ahead","Bin","percent","9.2","9.3",0.007
"10505","Kansas","1 wk ahead","Bin","percent","9.3","9.4",0.004
"10506","Kansas","1 wk ahead","Bin","percent","9.4","9.5",0.002
"10507","Kansas","1 wk ahead","Bin","percent","9.5","9.6",0.004
"10508","Kansas","1 wk ahead","Bin","percent","9.6","9.7",0.001
"10509","Kansas","1 wk ahead","Bin","percent","9.7","9.8",0.005
"10510","Kansas","1 wk ahead","Bin","percent","9.8","9.9",0
"10511","Kansas","1 wk ahead","Bin","percent","9.9","10.0",0.002
"10512","Kansas","1 wk ahead","Bin","percent","10.0","10.1",0.003
"10513","Kansas","1 wk ahead","Bin","percent","10.1","10.2",0.004
"10514","Kansas","1 wk ahead","Bin","percent","10.2","10.3",0.001
"10515","Kansas","1 wk ahead","Bin","percent","10.3","10.4",0.004
"10516","Kansas","1 wk ahead","Bin","percent","10.4","10.5",0.001
"10517","Kansas","1 wk ahead","Bin","percent","10.5","10.6",0.001
"10518","Kansas","1 wk ahead","Bin","percent","10.6","10.7",0.001
"10519","Kansas","1 wk ahead","Bin","percent","10.7","10.8",0.002
"10520","Kansas","1 wk ahead","Bin","percent","10.8","10.9",0
"10521","Kansas","1 wk ahead","Bin","percent","10.9","11.0",0
"10522","Kansas","1 wk ahead","Bin","percent","11.0","11.1",0.002
"10523","Kansas","1 wk ahead","Bin","percent","11.1","11.2",0
"10524","Kansas","1 wk ahead","Bin","percent","11.2","11.3",0
"10525","Kansas","1 wk ahead","Bin","percent","11.3","11.4",0.001
"10526","Kansas","1 wk ahead","Bin","percent","11.4","11.5",0
"10527","Kansas","1 wk ahead","Bin","percent","11.5","11.6",0
"10528","Kansas","1 wk ahead","Bin","percent","11.6","11.7",0
"10529","Kansas","1 wk ahead","Bin","percent","11.7","11.8",0.002
"10530","Kansas","1 wk ahead","Bin","percent","11.8","11.9",0.001
"10531","Kansas","1 wk ahead","Bin","percent","11.9","12.0",0
"10532","Kansas","1 wk ahead","Bin","percent","12.0","12.1",0
"10533","Kansas","1 wk ahead","Bin","percent","12.1","12.2",0
"10534","Kansas","1 wk ahead","Bin","percent","12.2","12.3",0
"10535","Kansas","1 wk ahead","Bin","percent","12.3","12.4",0
"10536","Kansas","1 wk ahead","Bin","percent","12.4","12.5",0
"10537","Kansas","1 wk ahead","Bin","percent","12.5","12.6",0
"10538","Kansas","1 wk ahead","Bin","percent","12.6","12.7",0
"10539","Kansas","1 wk ahead","Bin","percent","12.7","12.8",0.001
"10540","Kansas","1 wk ahead","Bin","percent","12.8","12.9",0
"10541","Kansas","1 wk ahead","Bin","percent","12.9","13.0",0
"10542","Kansas","1 wk ahead","Bin","percent","13.0","100.0",0.002
"10543","Kansas","2 wk ahead","Point","percent",NA,NA,5
"10544","Kansas","2 wk ahead","Bin","percent","0.0","0.1",0
"10545","Kansas","2 wk ahead","Bin","percent","0.1","0.2",0
"10546","Kansas","2 wk ahead","Bin","percent","0.2","0.3",0
"10547","Kansas","2 wk ahead","Bin","percent","0.3","0.4",0
"10548","Kansas","2 wk ahead","Bin","percent","0.4","0.5",0
"10549","Kansas","2 wk ahead","Bin","percent","0.5","0.6",0
"10550","Kansas","2 wk ahead","Bin","percent","0.6","0.7",0
"10551","Kansas","2 wk ahead","Bin","percent","0.7","0.8",0
"10552","Kansas","2 wk ahead","Bin","percent","0.8","0.9",0
"10553","Kansas","2 wk ahead","Bin","percent","0.9","1.0",0
"10554","Kansas","2 wk ahead","Bin","percent","1.0","1.1",0
"10555","Kansas","2 wk ahead","Bin","percent","1.1","1.2",0
"10556","Kansas","2 wk ahead","Bin","percent","1.2","1.3",0
"10557","Kansas","2 wk ahead","Bin","percent","1.3","1.4",0
"10558","Kansas","2 wk ahead","Bin","percent","1.4","1.5",0
"10559","Kansas","2 wk ahead","Bin","percent","1.5","1.6",0
"10560","Kansas","2 wk ahead","Bin","percent","1.6","1.7",0
"10561","Kansas","2 wk ahead","Bin","percent","1.7","1.8",0
"10562","Kansas","2 wk ahead","Bin","percent","1.8","1.9",0
"10563","Kansas","2 wk ahead","Bin","percent","1.9","2.0",0
"10564","Kansas","2 wk ahead","Bin","percent","2.0","2.1",0
"10565","Kansas","2 wk ahead","Bin","percent","2.1","2.2",0
"10566","Kansas","2 wk ahead","Bin","percent","2.2","2.3",0
"10567","Kansas","2 wk ahead","Bin","percent","2.3","2.4",0
"10568","Kansas","2 wk ahead","Bin","percent","2.4","2.5",0
"10569","Kansas","2 wk ahead","Bin","percent","2.5","2.6",0
"10570","Kansas","2 wk ahead","Bin","percent","2.6","2.7",0
"10571","Kansas","2 wk ahead","Bin","percent","2.7","2.8",0
"10572","Kansas","2 wk ahead","Bin","percent","2.8","2.9",0
"10573","Kansas","2 wk ahead","Bin","percent","2.9","3.0",0
"10574","Kansas","2 wk ahead","Bin","percent","3.0","3.1",0
"10575","Kansas","2 wk ahead","Bin","percent","3.1","3.2",0
"10576","Kansas","2 wk ahead","Bin","percent","3.2","3.3",0
"10577","Kansas","2 wk ahead","Bin","percent","3.3","3.4",0
"10578","Kansas","2 wk ahead","Bin","percent","3.4","3.5",0.001
"10579","Kansas","2 wk ahead","Bin","percent","3.5","3.6",0.004
"10580","Kansas","2 wk ahead","Bin","percent","3.6","3.7",0.007
"10581","Kansas","2 wk ahead","Bin","percent","3.7","3.8",0.004
"10582","Kansas","2 wk ahead","Bin","percent","3.8","3.9",0.016
"10583","Kansas","2 wk ahead","Bin","percent","3.9","4.0",0.017
"10584","Kansas","2 wk ahead","Bin","percent","4.0","4.1",0.022
"10585","Kansas","2 wk ahead","Bin","percent","4.1","4.2",0.027
"10586","Kansas","2 wk ahead","Bin","percent","4.2","4.3",0.042
"10587","Kansas","2 wk ahead","Bin","percent","4.3","4.4",0.04
"10588","Kansas","2 wk ahead","Bin","percent","4.4","4.5",0.044
"10589","Kansas","2 wk ahead","Bin","percent","4.5","4.6",0.047
"10590","Kansas","2 wk ahead","Bin","percent","4.6","4.7",0.055
"10591","Kansas","2 wk ahead","Bin","percent","4.7","4.8",0.046
"10592","Kansas","2 wk ahead","Bin","percent","4.8","4.9",0.068
"10593","Kansas","2 wk ahead","Bin","percent","4.9","5.0",0.057
"10594","Kansas","2 wk ahead","Bin","percent","5.0","5.1",0.047
"10595","Kansas","2 wk ahead","Bin","percent","5.1","5.2",0.041
"10596","Kansas","2 wk ahead","Bin","percent","5.2","5.3",0.062
"10597","Kansas","2 wk ahead","Bin","percent","5.3","5.4",0.032
"10598","Kansas","2 wk ahead","Bin","percent","5.4","5.5",0.04
"10599","Kansas","2 wk ahead","Bin","percent","5.5","5.6",0.035
"10600","Kansas","2 wk ahead","Bin","percent","5.6","5.7",0.026
"10601","Kansas","2 wk ahead","Bin","percent","5.7","5.8",0.023
"10602","Kansas","2 wk ahead","Bin","percent","5.8","5.9",0.022
"10603","Kansas","2 wk ahead","Bin","percent","5.9","6.0",0.016
"10604","Kansas","2 wk ahead","Bin","percent","6.0","6.1",0.014
"10605","Kansas","2 wk ahead","Bin","percent","6.1","6.2",0.02
"10606","Kansas","2 wk ahead","Bin","percent","6.2","6.3",0.011
"10607","Kansas","2 wk ahead","Bin","percent","6.3","6.4",0.02
"10608","Kansas","2 wk ahead","Bin","percent","6.4","6.5",0.015
"10609","Kansas","2 wk ahead","Bin","percent","6.5","6.6",0.018
"10610","Kansas","2 wk ahead","Bin","percent","6.6","6.7",0.009
"10611","Kansas","2 wk ahead","Bin","percent","6.7","6.8",0.005
"10612","Kansas","2 wk ahead","Bin","percent","6.8","6.9",0.005
"10613","Kansas","2 wk ahead","Bin","percent","6.9","7.0",0.007
"10614","Kansas","2 wk ahead","Bin","percent","7.0","7.1",0.008
"10615","Kansas","2 wk ahead","Bin","percent","7.1","7.2",0.003
"10616","Kansas","2 wk ahead","Bin","percent","7.2","7.3",0.005
"10617","Kansas","2 wk ahead","Bin","percent","7.3","7.4",0.003
"10618","Kansas","2 wk ahead","Bin","percent","7.4","7.5",0.005
"10619","Kansas","2 wk ahead","Bin","percent","7.5","7.6",0.001
"10620","Kansas","2 wk ahead","Bin","percent","7.6","7.7",0.001
"10621","Kansas","2 wk ahead","Bin","percent","7.7","7.8",0.002
"10622","Kansas","2 wk ahead","Bin","percent","7.8","7.9",0.001
"10623","Kansas","2 wk ahead","Bin","percent","7.9","8.0",0.002
"10624","Kansas","2 wk ahead","Bin","percent","8.0","8.1",0.001
"10625","Kansas","2 wk ahead","Bin","percent","8.1","8.2",0.001
"10626","Kansas","2 wk ahead","Bin","percent","8.2","8.3",0
"10627","Kansas","2 wk ahead","Bin","percent","8.3","8.4",0.002
"10628","Kansas","2 wk ahead","Bin","percent","8.4","8.5",0
"10629","Kansas","2 wk ahead","Bin","percent","8.5","8.6",0
"10630","Kansas","2 wk ahead","Bin","percent","8.6","8.7",0
"10631","Kansas","2 wk ahead","Bin","percent","8.7","8.8",0
"10632","Kansas","2 wk ahead","Bin","percent","8.8","8.9",0
"10633","Kansas","2 wk ahead","Bin","percent","8.9","9.0",0
"10634","Kansas","2 wk ahead","Bin","percent","9.0","9.1",0
"10635","Kansas","2 wk ahead","Bin","percent","9.1","9.2",0
"10636","Kansas","2 wk ahead","Bin","percent","9.2","9.3",0
"10637","Kansas","2 wk ahead","Bin","percent","9.3","9.4",0
"10638","Kansas","2 wk ahead","Bin","percent","9.4","9.5",0
"10639","Kansas","2 wk ahead","Bin","percent","9.5","9.6",0
"10640","Kansas","2 wk ahead","Bin","percent","9.6","9.7",0
"10641","Kansas","2 wk ahead","Bin","percent","9.7","9.8",0
"10642","Kansas","2 wk ahead","Bin","percent","9.8","9.9",0
"10643","Kansas","2 wk ahead","Bin","percent","9.9","10.0",0
"10644","Kansas","2 wk ahead","Bin","percent","10.0","10.1",0
"10645","Kansas","2 wk ahead","Bin","percent","10.1","10.2",0
"10646","Kansas","2 wk ahead","Bin","percent","10.2","10.3",0
"10647","Kansas","2 wk ahead","Bin","percent","10.3","10.4",0
"10648","Kansas","2 wk ahead","Bin","percent","10.4","10.5",0
"10649","Kansas","2 wk ahead","Bin","percent","10.5","10.6",0
"10650","Kansas","2 wk ahead","Bin","percent","10.6","10.7",0
"10651","Kansas","2 wk ahead","Bin","percent","10.7","10.8",0
"10652","Kansas","2 wk ahead","Bin","percent","10.8","10.9",0
"10653","Kansas","2 wk ahead","Bin","percent","10.9","11.0",0
"10654","Kansas","2 wk ahead","Bin","percent","11.0","11.1",0
"10655","Kansas","2 wk ahead","Bin","percent","11.1","11.2",0
"10656","Kansas","2 wk ahead","Bin","percent","11.2","11.3",0
"10657","Kansas","2 wk ahead","Bin","percent","11.3","11.4",0
"10658","Kansas","2 wk ahead","Bin","percent","11.4","11.5",0
"10659","Kansas","2 wk ahead","Bin","percent","11.5","11.6",0
"10660","Kansas","2 wk ahead","Bin","percent","11.6","11.7",0
"10661","Kansas","2 wk ahead","Bin","percent","11.7","11.8",0
"10662","Kansas","2 wk ahead","Bin","percent","11.8","11.9",0
"10663","Kansas","2 wk ahead","Bin","percent","11.9","12.0",0
"10664","Kansas","2 wk ahead","Bin","percent","12.0","12.1",0
"10665","Kansas","2 wk ahead","Bin","percent","12.1","12.2",0
"10666","Kansas","2 wk ahead","Bin","percent","12.2","12.3",0
"10667","Kansas","2 wk ahead","Bin","percent","12.3","12.4",0
"10668","Kansas","2 wk ahead","Bin","percent","12.4","12.5",0
"10669","Kansas","2 wk ahead","Bin","percent","12.5","12.6",0
"10670","Kansas","2 wk ahead","Bin","percent","12.6","12.7",0
"10671","Kansas","2 wk ahead","Bin","percent","12.7","12.8",0
"10672","Kansas","2 wk ahead","Bin","percent","12.8","12.9",0
"10673","Kansas","2 wk ahead","Bin","percent","12.9","13.0",0
"10674","Kansas","2 wk ahead","Bin","percent","13.0","100.0",0
"10675","Kansas","3 wk ahead","Point","percent",NA,NA,4.7
"10676","Kansas","3 wk ahead","Bin","percent","0.0","0.1",0
"10677","Kansas","3 wk ahead","Bin","percent","0.1","0.2",0
"10678","Kansas","3 wk ahead","Bin","percent","0.2","0.3",0
"10679","Kansas","3 wk ahead","Bin","percent","0.3","0.4",0
"10680","Kansas","3 wk ahead","Bin","percent","0.4","0.5",0
"10681","Kansas","3 wk ahead","Bin","percent","0.5","0.6",0
"10682","Kansas","3 wk ahead","Bin","percent","0.6","0.7",0
"10683","Kansas","3 wk ahead","Bin","percent","0.7","0.8",0
"10684","Kansas","3 wk ahead","Bin","percent","0.8","0.9",0
"10685","Kansas","3 wk ahead","Bin","percent","0.9","1.0",0
"10686","Kansas","3 wk ahead","Bin","percent","1.0","1.1",0
"10687","Kansas","3 wk ahead","Bin","percent","1.1","1.2",0
"10688","Kansas","3 wk ahead","Bin","percent","1.2","1.3",0
"10689","Kansas","3 wk ahead","Bin","percent","1.3","1.4",0
"10690","Kansas","3 wk ahead","Bin","percent","1.4","1.5",0
"10691","Kansas","3 wk ahead","Bin","percent","1.5","1.6",0
"10692","Kansas","3 wk ahead","Bin","percent","1.6","1.7",0
"10693","Kansas","3 wk ahead","Bin","percent","1.7","1.8",0
"10694","Kansas","3 wk ahead","Bin","percent","1.8","1.9",0
"10695","Kansas","3 wk ahead","Bin","percent","1.9","2.0",0
"10696","Kansas","3 wk ahead","Bin","percent","2.0","2.1",0
"10697","Kansas","3 wk ahead","Bin","percent","2.1","2.2",0
"10698","Kansas","3 wk ahead","Bin","percent","2.2","2.3",0
"10699","Kansas","3 wk ahead","Bin","percent","2.3","2.4",0
"10700","Kansas","3 wk ahead","Bin","percent","2.4","2.5",0
"10701","Kansas","3 wk ahead","Bin","percent","2.5","2.6",0
"10702","Kansas","3 wk ahead","Bin","percent","2.6","2.7",0
"10703","Kansas","3 wk ahead","Bin","percent","2.7","2.8",0
"10704","Kansas","3 wk ahead","Bin","percent","2.8","2.9",0
"10705","Kansas","3 wk ahead","Bin","percent","2.9","3.0",0.001
"10706","Kansas","3 wk ahead","Bin","percent","3.0","3.1",0
"10707","Kansas","3 wk ahead","Bin","percent","3.1","3.2",0.003
"10708","Kansas","3 wk ahead","Bin","percent","3.2","3.3",0.006
"10709","Kansas","3 wk ahead","Bin","percent","3.3","3.4",0.006
"10710","Kansas","3 wk ahead","Bin","percent","3.4","3.5",0.013
"10711","Kansas","3 wk ahead","Bin","percent","3.5","3.6",0.011
"10712","Kansas","3 wk ahead","Bin","percent","3.6","3.7",0.021
"10713","Kansas","3 wk ahead","Bin","percent","3.7","3.8",0.023
"10714","Kansas","3 wk ahead","Bin","percent","3.8","3.9",0.034
"10715","Kansas","3 wk ahead","Bin","percent","3.9","4.0",0.038
"10716","Kansas","3 wk ahead","Bin","percent","4.0","4.1",0.044
"10717","Kansas","3 wk ahead","Bin","percent","4.1","4.2",0.059
"10718","Kansas","3 wk ahead","Bin","percent","4.2","4.3",0.051
"10719","Kansas","3 wk ahead","Bin","percent","4.3","4.4",0.036
"10720","Kansas","3 wk ahead","Bin","percent","4.4","4.5",0.057
"10721","Kansas","3 wk ahead","Bin","percent","4.5","4.6",0.039
"10722","Kansas","3 wk ahead","Bin","percent","4.6","4.7",0.056
"10723","Kansas","3 wk ahead","Bin","percent","4.7","4.8",0.044
"10724","Kansas","3 wk ahead","Bin","percent","4.8","4.9",0.054
"10725","Kansas","3 wk ahead","Bin","percent","4.9","5.0",0.044
"10726","Kansas","3 wk ahead","Bin","percent","5.0","5.1",0.046
"10727","Kansas","3 wk ahead","Bin","percent","5.1","5.2",0.049
"10728","Kansas","3 wk ahead","Bin","percent","5.2","5.3",0.027
"10729","Kansas","3 wk ahead","Bin","percent","5.3","5.4",0.033
"10730","Kansas","3 wk ahead","Bin","percent","5.4","5.5",0.036
"10731","Kansas","3 wk ahead","Bin","percent","5.5","5.6",0.031
"10732","Kansas","3 wk ahead","Bin","percent","5.6","5.7",0.032
"10733","Kansas","3 wk ahead","Bin","percent","5.7","5.8",0.021
"10734","Kansas","3 wk ahead","Bin","percent","5.8","5.9",0.01
"10735","Kansas","3 wk ahead","Bin","percent","5.9","6.0",0.013
"10736","Kansas","3 wk ahead","Bin","percent","6.0","6.1",0.007
"10737","Kansas","3 wk ahead","Bin","percent","6.1","6.2",0.009
"10738","Kansas","3 wk ahead","Bin","percent","6.2","6.3",0.011
"10739","Kansas","3 wk ahead","Bin","percent","6.3","6.4",0.009
"10740","Kansas","3 wk ahead","Bin","percent","6.4","6.5",0.006
"10741","Kansas","3 wk ahead","Bin","percent","6.5","6.6",0.003
"10742","Kansas","3 wk ahead","Bin","percent","6.6","6.7",0.002
"10743","Kansas","3 wk ahead","Bin","percent","6.7","6.8",0.005
"10744","Kansas","3 wk ahead","Bin","percent","6.8","6.9",0.002
"10745","Kansas","3 wk ahead","Bin","percent","6.9","7.0",0.002
"10746","Kansas","3 wk ahead","Bin","percent","7.0","7.1",0.002
"10747","Kansas","3 wk ahead","Bin","percent","7.1","7.2",0.001
"10748","Kansas","3 wk ahead","Bin","percent","7.2","7.3",0
"10749","Kansas","3 wk ahead","Bin","percent","7.3","7.4",0.001
"10750","Kansas","3 wk ahead","Bin","percent","7.4","7.5",0.002
"10751","Kansas","3 wk ahead","Bin","percent","7.5","7.6",0
"10752","Kansas","3 wk ahead","Bin","percent","7.6","7.7",0
"10753","Kansas","3 wk ahead","Bin","percent","7.7","7.8",0
"10754","Kansas","3 wk ahead","Bin","percent","7.8","7.9",0
"10755","Kansas","3 wk ahead","Bin","percent","7.9","8.0",0
"10756","Kansas","3 wk ahead","Bin","percent","8.0","8.1",0
"10757","Kansas","3 wk ahead","Bin","percent","8.1","8.2",0
"10758","Kansas","3 wk ahead","Bin","percent","8.2","8.3",0
"10759","Kansas","3 wk ahead","Bin","percent","8.3","8.4",0
"10760","Kansas","3 wk ahead","Bin","percent","8.4","8.5",0
