,Location,Target,Type,Unit,Bin_start_incl,Bin_end_notincl,Value
5329,Delaware,3 wk ahead,Bin,percent,4,4.1,0.007633588
5330,Delaware,3 wk ahead,Bin,percent,4.1,4.2,0.007633588
5331,Delaware,3 wk ahead,Bin,percent,4.2,4.3,0.007633588
5332,Delaware,3 wk ahead,Bin,percent,4.3,4.4,0.007633588
5333,Delaware,3 wk ahead,Bin,percent,4.4,4.5,0.007633588
5334,Delaware,3 wk ahead,Bin,percent,4.5,4.6,0.007633588
5335,Delaware,3 wk ahead,Bin,percent,4.6,4.7,0.007633588
5336,Delaware,3 wk ahead,Bin,percent,4.7,4.8,0.007633588
5337,Delaware,3 wk ahead,Bin,percent,4.8,4.9,0.007633588
5338,Delaware,3 wk ahead,Bin,percent,4.9,5,0.007633588
5339,Delaware,3 wk ahead,Bin,percent,5,5.1,0.007633588
5340,Delaware,3 wk ahead,Bin,percent,5.1,5.2,0.007633588
5341,Delaware,3 wk ahead,Bin,percent,5.2,5.3,0.007633588
5342,Delaware,3 wk ahead,Bin,percent,5.3,5.4,0.007633588
5343,Delaware,3 wk ahead,Bin,percent,5.4,5.5,0.007633588
5344,Delaware,3 wk ahead,Bin,percent,5.5,5.6,0.007633588
5345,Delaware,3 wk ahead,Bin,percent,5.6,5.7,0.007633588
5346,Delaware,3 wk ahead,Bin,percent,5.7,5.8,0.007633588
5347,Delaware,3 wk ahead,Bin,percent,5.8,5.9,0.007633588
5348,Delaware,3 wk ahead,Bin,percent,5.9,6,0.007633588
5349,Delaware,3 wk ahead,Bin,percent,6,6.1,0.007633588
5350,Delaware,3 wk ahead,Bin,percent,6.1,6.2,0.007633588
5351,Delaware,3 wk ahead,Bin,percent,6.2,6.3,0.007633588
5352,Delaware,3 wk ahead,Bin,percent,6.3,6.4,0.007633588
5353,Delaware,3 wk ahead,Bin,percent,6.4,6.5,0.007633588
5354,Delaware,3 wk ahead,Bin,percent,6.5,6.6,0.007633588
5355,Delaware,3 wk ahead,Bin,percent,6.6,6.7,0.007633588
5356,Delaware,3 wk ahead,Bin,percent,6.7,6.8,0.007633588
5357,Delaware,3 wk ahead,Bin,percent,6.8,6.9,0.007633588
5358,Delaware,3 wk ahead,Bin,percent,6.9,7,0.007633588
5359,Delaware,3 wk ahead,Bin,percent,7,7.1,0.007633588
5360,Delaware,3 wk ahead,Bin,percent,7.1,7.2,0.007633588
5361,Delaware,3 wk ahead,Bin,percent,7.2,7.3,0.007633588
5362,Delaware,3 wk ahead,Bin,percent,7.3,7.4,0.007633588
5363,Delaware,3 wk ahead,Bin,percent,7.4,7.5,0.007633588
5364,Delaware,3 wk ahead,Bin,percent,7.5,7.6,0.007633588
5365,Delaware,3 wk ahead,Bin,percent,7.6,7.7,0.007633588
5366,Delaware,3 wk ahead,Bin,percent,7.7,7.8,0.007633588
5367,Delaware,3 wk ahead,Bin,percent,7.8,7.9,0.007633588
5368,Delaware,3 wk ahead,Bin,percent,7.9,8,0.007633588
5369,Delaware,3 wk ahead,Bin,percent,8,8.1,0.007633588
5370,Delaware,3 wk ahead,Bin,percent,8.1,8.2,0.007633588
5371,Delaware,3 wk ahead,Bin,percent,8.2,8.3,0.007633588
5372,Delaware,3 wk ahead,Bin,percent,8.3,8.4,0.007633588
5373,Delaware,3 wk ahead,Bin,percent,8.4,8.5,0.007633588
5374,Delaware,3 wk ahead,Bin,percent,8.5,8.6,0.007633588
5375,Delaware,3 wk ahead,Bin,percent,8.6,8.7,0.007633588
5376,Delaware,3 wk ahead,Bin,percent,8.7,8.8,0.007633588
5377,Delaware,3 wk ahead,Bin,percent,8.8,8.9,0.007633588
5378,Delaware,3 wk ahead,Bin,percent,8.9,9,0.007633588
5379,Delaware,3 wk ahead,Bin,percent,9,9.1,0.007633588
5380,Delaware,3 wk ahead,Bin,percent,9.1,9.2,0.007633588
5381,Delaware,3 wk ahead,Bin,percent,9.2,9.3,0.007633588
5382,Delaware,3 wk ahead,Bin,percent,9.3,9.4,0.007633588
5383,Delaware,3 wk ahead,Bin,percent,9.4,9.5,0.007633588
5384,Delaware,3 wk ahead,Bin,percent,9.5,9.6,0.007633588
5385,Delaware,3 wk ahead,Bin,percent,9.6,9.7,0.007633588
5386,Delaware,3 wk ahead,Bin,percent,9.7,9.8,0.007633588
5387,Delaware,3 wk ahead,Bin,percent,9.8,9.9,0.007633588
5388,Delaware,3 wk ahead,Bin,percent,9.9,10,0.007633588
5389,Delaware,3 wk ahead,Bin,percent,10,10.1,0.007633588
5390,Delaware,3 wk ahead,Bin,percent,10.1,10.2,0.007633588
5391,Delaware,3 wk ahead,Bin,percent,10.2,10.3,0.007633588
5392,Delaware,3 wk ahead,Bin,percent,10.3,10.4,0.007633588
5393,Delaware,3 wk ahead,Bin,percent,10.4,10.5,0.007633588
5394,Delaware,3 wk ahead,Bin,percent,10.5,10.6,0.007633588
5395,Delaware,3 wk ahead,Bin,percent,10.6,10.7,0.007633588
5396,Delaware,3 wk ahead,Bin,percent,10.7,10.8,0.007633588
5397,Delaware,3 wk ahead,Bin,percent,10.8,10.9,0.007633588
5398,Delaware,3 wk ahead,Bin,percent,10.9,11,0.007633588
5399,Delaware,3 wk ahead,Bin,percent,11,11.1,0.007633588
5400,Delaware,3 wk ahead,Bin,percent,11.1,11.2,0.007633588
5401,Delaware,3 wk ahead,Bin,percent,11.2,11.3,0.007633588
5402,Delaware,3 wk ahead,Bin,percent,11.3,11.4,0.007633588
5403,Delaware,3 wk ahead,Bin,percent,11.4,11.5,0.007633588
5404,Delaware,3 wk ahead,Bin,percent,11.5,11.6,0.007633588
5405,Delaware,3 wk ahead,Bin,percent,11.6,11.7,0.007633588
5406,Delaware,3 wk ahead,Bin,percent,11.7,11.8,0.007633588
5407,Delaware,3 wk ahead,Bin,percent,11.8,11.9,0.007633588
5408,Delaware,3 wk ahead,Bin,percent,11.9,12,0.007633588
5409,Delaware,3 wk ahead,Bin,percent,12,12.1,0.007633588
5410,Delaware,3 wk ahead,Bin,percent,12.1,12.2,0.007633588
5411,Delaware,3 wk ahead,Bin,percent,12.2,12.3,0.007633588
5412,Delaware,3 wk ahead,Bin,percent,12.3,12.4,0.007633588
5413,Delaware,3 wk ahead,Bin,percent,12.4,12.5,0.007633588
5414,Delaware,3 wk ahead,Bin,percent,12.5,12.6,0.007633588
5415,Delaware,3 wk ahead,Bin,percent,12.6,12.7,0.007633588
5416,Delaware,3 wk ahead,Bin,percent,12.7,12.8,0.007633588
5417,Delaware,3 wk ahead,Bin,percent,12.8,12.9,0.007633588
5418,Delaware,3 wk ahead,Bin,percent,12.9,13,0.007633588
5419,Delaware,3 wk ahead,Bin,percent,13,100,0.007633588
5420,Delaware,4 wk ahead,Point,percent,,,1.5
5421,Delaware,4 wk ahead,Bin,percent,0,0.1,0.007633588
5422,Delaware,4 wk ahead,Bin,percent,0.1,0.2,0.007633588
5423,Delaware,4 wk ahead,Bin,percent,0.2,0.3,0.007633588
5424,Delaware,4 wk ahead,Bin,percent,0.3,0.4,0.007633588
5425,Delaware,4 wk ahead,Bin,percent,0.4,0.5,0.007633588
5426,Delaware,4 wk ahead,Bin,percent,0.5,0.6,0.007633588
5427,Delaware,4 wk ahead,Bin,percent,0.6,0.7,0.007633588
5428,Delaware,4 wk ahead,Bin,percent,0.7,0.8,0.007633588
5429,Delaware,4 wk ahead,Bin,percent,0.8,0.9,0.007633588
5430,Delaware,4 wk ahead,Bin,percent,0.9,1,0.007633588
5431,Delaware,4 wk ahead,Bin,percent,1,1.1,0.007633588
5432,Delaware,4 wk ahead,Bin,percent,1.1,1.2,0.007633588
5433,Delaware,4 wk ahead,Bin,percent,1.2,1.3,0.007633588
5434,Delaware,4 wk ahead,Bin,percent,1.3,1.4,0.007633588
5435,Delaware,4 wk ahead,Bin,percent,1.4,1.5,0.007633588
5436,Delaware,4 wk ahead,Bin,percent,1.5,1.6,0.007633588
5437,Delaware,4 wk ahead,Bin,percent,1.6,1.7,0.007633588
5438,Delaware,4 wk ahead,Bin,percent,1.7,1.8,0.007633588
5439,Delaware,4 wk ahead,Bin,percent,1.8,1.9,0.007633588
5440,Delaware,4 wk ahead,Bin,percent,1.9,2,0.007633588
5441,Delaware,4 wk ahead,Bin,percent,2,2.1,0.007633588
5442,Delaware,4 wk ahead,Bin,percent,2.1,2.2,0.007633588
5443,Delaware,4 wk ahead,Bin,percent,2.2,2.3,0.007633588
5444,Delaware,4 wk ahead,Bin,percent,2.3,2.4,0.007633588
5445,Delaware,4 wk ahead,Bin,percent,2.4,2.5,0.007633588
5446,Delaware,4 wk ahead,Bin,percent,2.5,2.6,0.007633588
5447,Delaware,4 wk ahead,Bin,percent,2.6,2.7,0.007633588
5448,Delaware,4 wk ahead,Bin,percent,2.7,2.8,0.007633588
5449,Delaware,4 wk ahead,Bin,percent,2.8,2.9,0.007633588
5450,Delaware,4 wk ahead,Bin,percent,2.9,3,0.007633588
5451,Delaware,4 wk ahead,Bin,percent,3,3.1,0.007633588
5452,Delaware,4 wk ahead,Bin,percent,3.1,3.2,0.007633588
5453,Delaware,4 wk ahead,Bin,percent,3.2,3.3,0.007633588
5454,Delaware,4 wk ahead,Bin,percent,3.3,3.4,0.007633588
5455,Delaware,4 wk ahead,Bin,percent,3.4,3.5,0.007633588
5456,Delaware,4 wk ahead,Bin,percent,3.5,3.6,0.007633588
5457,Delaware,4 wk ahead,Bin,percent,3.6,3.7,0.007633588
5458,Delaware,4 wk ahead,Bin,percent,3.7,3.8,0.007633588
5459,Delaware,4 wk ahead,Bin,percent,3.8,3.9,0.007633588
5460,Delaware,4 wk ahead,Bin,percent,3.9,4,0.007633588
5461,Delaware,4 wk ahead,Bin,percent,4,4.1,0.007633588
5462,Delaware,4 wk ahead,Bin,percent,4.1,4.2,0.007633588
5463,Delaware,4 wk ahead,Bin,percent,4.2,4.3,0.007633588
5464,Delaware,4 wk ahead,Bin,percent,4.3,4.4,0.007633588
5465,Delaware,4 wk ahead,Bin,percent,4.4,4.5,0.007633588
5466,Delaware,4 wk ahead,Bin,percent,4.5,4.6,0.007633588
5467,Delaware,4 wk ahead,Bin,percent,4.6,4.7,0.007633588
5468,Delaware,4 wk ahead,Bin,percent,4.7,4.8,0.007633588
5469,Delaware,4 wk ahead,Bin,percent,4.8,4.9,0.007633588
5470,Delaware,4 wk ahead,Bin,percent,4.9,5,0.007633588
5471,Delaware,4 wk ahead,Bin,percent,5,5.1,0.007633588
5472,Delaware,4 wk ahead,Bin,percent,5.1,5.2,0.007633588
5473,Delaware,4 wk ahead,Bin,percent,5.2,5.3,0.007633588
5474,Delaware,4 wk ahead,Bin,percent,5.3,5.4,0.007633588
5475,Delaware,4 wk ahead,Bin,percent,5.4,5.5,0.007633588
5476,Delaware,4 wk ahead,Bin,percent,5.5,5.6,0.007633588
5477,Delaware,4 wk ahead,Bin,percent,5.6,5.7,0.007633588
5478,Delaware,4 wk ahead,Bin,percent,5.7,5.8,0.007633588
5479,Delaware,4 wk ahead,Bin,percent,5.8,5.9,0.007633588
5480,Delaware,4 wk ahead,Bin,percent,5.9,6,0.007633588
5481,Delaware,4 wk ahead,Bin,percent,6,6.1,0.007633588
5482,Delaware,4 wk ahead,Bin,percent,6.1,6.2,0.007633588
5483,Delaware,4 wk ahead,Bin,percent,6.2,6.3,0.007633588
5484,Delaware,4 wk ahead,Bin,percent,6.3,6.4,0.007633588
5485,Delaware,4 wk ahead,Bin,percent,6.4,6.5,0.007633588
5486,Delaware,4 wk ahead,Bin,percent,6.5,6.6,0.007633588
5487,Delaware,4 wk ahead,Bin,percent,6.6,6.7,0.007633588
5488,Delaware,4 wk ahead,Bin,percent,6.7,6.8,0.007633588
5489,Delaware,4 wk ahead,Bin,percent,6.8,6.9,0.007633588
5490,Delaware,4 wk ahead,Bin,percent,6.9,7,0.007633588
5491,Delaware,4 wk ahead,Bin,percent,7,7.1,0.007633588
5492,Delaware,4 wk ahead,Bin,percent,7.1,7.2,0.007633588
5493,Delaware,4 wk ahead,Bin,percent,7.2,7.3,0.007633588
5494,Delaware,4 wk ahead,Bin,percent,7.3,7.4,0.007633588
5495,Delaware,4 wk ahead,Bin,percent,7.4,7.5,0.007633588
5496,Delaware,4 wk ahead,Bin,percent,7.5,7.6,0.007633588
5497,Delaware,4 wk ahead,Bin,percent,7.6,7.7,0.007633588
5498,Delaware,4 wk ahead,Bin,percent,7.7,7.8,0.007633588
5499,Delaware,4 wk ahead,Bin,percent,7.8,7.9,0.007633588
5500,Delaware,4 wk ahead,Bin,percent,7.9,8,0.007633588
5501,Delaware,4 wk ahead,Bin,percent,8,8.1,0.007633588
5502,Delaware,4 wk ahead,Bin,percent,8.1,8.2,0.007633588
5503,Delaware,4 wk ahead,Bin,percent,8.2,8.3,0.007633588
5504,Delaware,4 wk ahead,Bin,percent,8.3,8.4,0.007633588
5505,Delaware,4 wk ahead,Bin,percent,8.4,8.5,0.007633588
5506,Delaware,4 wk ahead,Bin,percent,8.5,8.6,0.007633588
5507,Delaware,4 wk ahead,Bin,percent,8.6,8.7,0.007633588
5508,Delaware,4 wk ahead,Bin,percent,8.7,8.8,0.007633588
5509,Delaware,4 wk ahead,Bin,percent,8.8,8.9,0.007633588
5510,Delaware,4 wk ahead,Bin,percent,8.9,9,0.007633588
5511,Delaware,4 wk ahead,Bin,percent,9,9.1,0.007633588
5512,Delaware,4 wk ahead,Bin,percent,9.1,9.2,0.007633588
5513,Delaware,4 wk ahead,Bin,percent,9.2,9.3,0.007633588
5514,Delaware,4 wk ahead,Bin,percent,9.3,9.4,0.007633588
5515,Delaware,4 wk ahead,Bin,percent,9.4,9.5,0.007633588
5516,Delaware,4 wk ahead,Bin,percent,9.5,9.6,0.007633588
5517,Delaware,4 wk ahead,Bin,percent,9.6,9.7,0.007633588
5518,Delaware,4 wk ahead,Bin,percent,9.7,9.8,0.007633588
5519,Delaware,4 wk ahead,Bin,percent,9.8,9.9,0.007633588
5520,Delaware,4 wk ahead,Bin,percent,9.9,10,0.007633588
5521,Delaware,4 wk ahead,Bin,percent,10,10.1,0.007633588
5522,Delaware,4 wk ahead,Bin,percent,10.1,10.2,0.007633588
5523,Delaware,4 wk ahead,Bin,percent,10.2,10.3,0.007633588
5524,Delaware,4 wk ahead,Bin,percent,10.3,10.4,0.007633588
5525,Delaware,4 wk ahead,Bin,percent,10.4,10.5,0.007633588
5526,Delaware,4 wk ahead,Bin,percent,10.5,10.6,0.007633588
5527,Delaware,4 wk ahead,Bin,percent,10.6,10.7,0.007633588
5528,Delaware,4 wk ahead,Bin,percent,10.7,10.8,0.007633588
5529,Delaware,4 wk ahead,Bin,percent,10.8,10.9,0.007633588
5530,Delaware,4 wk ahead,Bin,percent,10.9,11,0.007633588
5531,Delaware,4 wk ahead,Bin,percent,11,11.1,0.007633588
5532,Delaware,4 wk ahead,Bin,percent,11.1,11.2,0.007633588
5533,Delaware,4 wk ahead,Bin,percent,11.2,11.3,0.007633588
5534,Delaware,4 wk ahead,Bin,percent,11.3,11.4,0.007633588
5535,Delaware,4 wk ahead,Bin,percent,11.4,11.5,0.007633588
5536,Delaware,4 wk ahead,Bin,percent,11.5,11.6,0.007633588
5537,Delaware,4 wk ahead,Bin,percent,11.6,11.7,0.007633588
5538,Delaware,4 wk ahead,Bin,percent,11.7,11.8,0.007633588
5539,Delaware,4 wk ahead,Bin,percent,11.8,11.9,0.007633588
5540,Delaware,4 wk ahead,Bin,percent,11.9,12,0.007633588
5541,Delaware,4 wk ahead,Bin,percent,12,12.1,0.007633588
5542,Delaware,4 wk ahead,Bin,percent,12.1,12.2,0.007633588
5543,Delaware,4 wk ahead,Bin,percent,12.2,12.3,0.007633588
5544,Delaware,4 wk ahead,Bin,percent,12.3,12.4,0.007633588
5545,Delaware,4 wk ahead,Bin,percent,12.4,12.5,0.007633588
5546,Delaware,4 wk ahead,Bin,percent,12.5,12.6,0.007633588
5547,Delaware,4 wk ahead,Bin,percent,12.6,12.7,0.007633588
5548,Delaware,4 wk ahead,Bin,percent,12.7,12.8,0.007633588
5549,Delaware,4 wk ahead,Bin,percent,12.8,12.9,0.007633588
5550,Delaware,4 wk ahead,Bin,percent,12.9,13,0.007633588
5551,Delaware,4 wk ahead,Bin,percent,13,100,0.007633588
5552,District of Columbia,Season peak week,Point,week,,,51
5553,District of Columbia,Season peak week,Bin,week,40,41,0.03030303
5554,District of Columbia,Season peak week,Bin,week,41,42,0.03030303
5555,District of Columbia,Season peak week,Bin,week,42,43,0.03030303
5556,District of Columbia,Season peak week,Bin,week,43,44,0.03030303
5557,District of Columbia,Season peak week,Bin,week,44,45,0.03030303
5558,District of Columbia,Season peak week,Bin,week,45,46,0.03030303
5559,District of Columbia,Season peak week,Bin,week,46,47,0.03030303
5560,District of Columbia,Season peak week,Bin,week,47,48,0.03030303
5561,District of Columbia,Season peak week,Bin,week,48,49,0.03030303
5562,District of Columbia,Season peak week,Bin,week,49,50,0.03030303
5563,District of Columbia,Season peak week,Bin,week,50,51,0.03030303
5564,District of Columbia,Season peak week,Bin,week,51,52,0.03030303
5565,District of Columbia,Season peak week,Bin,week,52,53,0.03030303
5566,District of Columbia,Season peak week,Bin,week,1,2,0.03030303
5567,District of Columbia,Season peak week,Bin,week,2,3,0.03030303
5568,District of Columbia,Season peak week,Bin,week,3,4,0.03030303
5569,District of Columbia,Season peak week,Bin,week,4,5,0.03030303
5570,District of Columbia,Season peak week,Bin,week,5,6,0.03030303
5571,District of Columbia,Season peak week,Bin,week,6,7,0.03030303
5572,District of Columbia,Season peak week,Bin,week,7,8,0.03030303
5573,District of Columbia,Season peak week,Bin,week,8,9,0.03030303
5574,District of Columbia,Season peak week,Bin,week,9,10,0.03030303
5575,District of Columbia,Season peak week,Bin,week,10,11,0.03030303
5576,District of Columbia,Season peak week,Bin,week,11,12,0.03030303
5577,District of Columbia,Season peak week,Bin,week,12,13,0.03030303
5578,District of Columbia,Season peak week,Bin,week,13,14,0.03030303
5579,District of Columbia,Season peak week,Bin,week,14,15,0.03030303
5580,District of Columbia,Season peak week,Bin,week,15,16,0.03030303
5581,District of Columbia,Season peak week,Bin,week,16,17,0.03030303
5582,District of Columbia,Season peak week,Bin,week,17,18,0.03030303
5583,District of Columbia,Season peak week,Bin,week,18,19,0.03030303
5584,District of Columbia,Season peak week,Bin,week,19,20,0.03030303
5585,District of Columbia,Season peak week,Bin,week,20,21,0.03030303
5586,District of Columbia,Season peak percentage,Point,percent,,,1.5
5587,District of Columbia,Season peak percentage,Bin,percent,0,0.1,0.007633588
5588,District of Columbia,Season peak percentage,Bin,percent,0.1,0.2,0.007633588
5589,District of Columbia,Season peak percentage,Bin,percent,0.2,0.3,0.007633588
5590,District of Columbia,Season peak percentage,Bin,percent,0.3,0.4,0.007633588
5591,District of Columbia,Season peak percentage,Bin,percent,0.4,0.5,0.007633588
5592,District of Columbia,Season peak percentage,Bin,percent,0.5,0.6,0.007633588
5593,District of Columbia,Season peak percentage,Bin,percent,0.6,0.7,0.007633588
5594,District of Columbia,Season peak percentage,Bin,percent,0.7,0.8,0.007633588
5595,District of Columbia,Season peak percentage,Bin,percent,0.8,0.9,0.007633588
5596,District of Columbia,Season peak percentage,Bin,percent,0.9,1,0.007633588
5597,District of Columbia,Season peak percentage,Bin,percent,1,1.1,0.007633588
5598,District of Columbia,Season peak percentage,Bin,percent,1.1,1.2,0.007633588
5599,District of Columbia,Season peak percentage,Bin,percent,1.2,1.3,0.007633588
5600,District of Columbia,Season peak percentage,Bin,percent,1.3,1.4,0.007633588
5601,District of Columbia,Season peak percentage,Bin,percent,1.4,1.5,0.007633588
5602,District of Columbia,Season peak percentage,Bin,percent,1.5,1.6,0.007633588
5603,District of Columbia,Season peak percentage,Bin,percent,1.6,1.7,0.007633588
5604,District of Columbia,Season peak percentage,Bin,percent,1.7,1.8,0.007633588
5605,District of Columbia,Season peak percentage,Bin,percent,1.8,1.9,0.007633588
5606,District of Columbia,Season peak percentage,Bin,percent,1.9,2,0.007633588
5607,District of Columbia,Season peak percentage,Bin,percent,2,2.1,0.007633588
5608,District of Columbia,Season peak percentage,Bin,percent,2.1,2.2,0.007633588
5609,District of Columbia,Season peak percentage,Bin,percent,2.2,2.3,0.007633588
5610,District of Columbia,Season peak percentage,Bin,percent,2.3,2.4,0.007633588
5611,District of Columbia,Season peak percentage,Bin,percent,2.4,2.5,0.007633588
5612,District of Columbia,Season peak percentage,Bin,percent,2.5,2.6,0.007633588
5613,District of Columbia,Season peak percentage,Bin,percent,2.6,2.7,0.007633588
5614,District of Columbia,Season peak percentage,Bin,percent,2.7,2.8,0.007633588
5615,District of Columbia,Season peak percentage,Bin,percent,2.8,2.9,0.007633588
5616,District of Columbia,Season peak percentage,Bin,percent,2.9,3,0.007633588
5617,District of Columbia,Season peak percentage,Bin,percent,3,3.1,0.007633588
5618,District of Columbia,Season peak percentage,Bin,percent,3.1,3.2,0.007633588
5619,District of Columbia,Season peak percentage,Bin,percent,3.2,3.3,0.007633588
5620,District of Columbia,Season peak percentage,Bin,percent,3.3,3.4,0.007633588
5621,District of Columbia,Season peak percentage,Bin,percent,3.4,3.5,0.007633588
5622,District of Columbia,Season peak percentage,Bin,percent,3.5,3.6,0.007633588
5623,District of Columbia,Season peak percentage,Bin,percent,3.6,3.7,0.007633588
5624,District of Columbia,Season peak percentage,Bin,percent,3.7,3.8,0.007633588
5625,District of Columbia,Season peak percentage,Bin,percent,3.8,3.9,0.007633588
5626,District of Columbia,Season peak percentage,Bin,percent,3.9,4,0.007633588
5627,District of Columbia,Season peak percentage,Bin,percent,4,4.1,0.007633588
5628,District of Columbia,Season peak percentage,Bin,percent,4.1,4.2,0.007633588
5629,District of Columbia,Season peak percentage,Bin,percent,4.2,4.3,0.007633588
5630,District of Columbia,Season peak percentage,Bin,percent,4.3,4.4,0.007633588
5631,District of Columbia,Season peak percentage,Bin,percent,4.4,4.5,0.007633588
5632,District of Columbia,Season peak percentage,Bin,percent,4.5,4.6,0.007633588
5633,District of Columbia,Season peak percentage,Bin,percent,4.6,4.7,0.007633588
5634,District of Columbia,Season peak percentage,Bin,percent,4.7,4.8,0.007633588
5635,District of Columbia,Season peak percentage,Bin,percent,4.8,4.9,0.007633588
5636,District of Columbia,Season peak percentage,Bin,percent,4.9,5,0.007633588
5637,District of Columbia,Season peak percentage,Bin,percent,5,5.1,0.007633588
5638,District of Columbia,Season peak percentage,Bin,percent,5.1,5.2,0.007633588
5639,District of Columbia,Season peak percentage,Bin,percent,5.2,5.3,0.007633588
5640,District of Columbia,Season peak percentage,Bin,percent,5.3,5.4,0.007633588
5641,District of Columbia,Season peak percentage,Bin,percent,5.4,5.5,0.007633588
5642,District of Columbia,Season peak percentage,Bin,percent,5.5,5.6,0.007633588
5643,District of Columbia,Season peak percentage,Bin,percent,5.6,5.7,0.007633588
5644,District of Columbia,Season peak percentage,Bin,percent,5.7,5.8,0.007633588
5645,District of Columbia,Season peak percentage,Bin,percent,5.8,5.9,0.007633588
5646,District of Columbia,Season peak percentage,Bin,percent,5.9,6,0.007633588
5647,District of Columbia,Season peak percentage,Bin,percent,6,6.1,0.007633588
5648,District of Columbia,Season peak percentage,Bin,percent,6.1,6.2,0.007633588
5649,District of Columbia,Season peak percentage,Bin,percent,6.2,6.3,0.007633588
5650,District of Columbia,Season peak percentage,Bin,percent,6.3,6.4,0.007633588
5651,District of Columbia,Season peak percentage,Bin,percent,6.4,6.5,0.007633588
5652,District of Columbia,Season peak percentage,Bin,percent,6.5,6.6,0.007633588
5653,District of Columbia,Season peak percentage,Bin,percent,6.6,6.7,0.007633588
5654,District of Columbia,Season peak percentage,Bin,percent,6.7,6.8,0.007633588
5655,District of Columbia,Season peak percentage,Bin,percent,6.8,6.9,0.007633588
5656,District of Columbia,Season peak percentage,Bin,percent,6.9,7,0.007633588
5657,District of Columbia,Season peak percentage,Bin,percent,7,7.1,0.007633588
5658,District of Columbia,Season peak percentage,Bin,percent,7.1,7.2,0.007633588
5659,District of Columbia,Season peak percentage,Bin,percent,7.2,7.3,0.007633588
5660,District of Columbia,Season peak percentage,Bin,percent,7.3,7.4,0.007633588
5661,District of Columbia,Season peak percentage,Bin,percent,7.4,7.5,0.007633588
5662,District of Columbia,Season peak percentage,Bin,percent,7.5,7.6,0.007633588
5663,District of Columbia,Season peak percentage,Bin,percent,7.6,7.7,0.007633588
5664,District of Columbia,Season peak percentage,Bin,percent,7.7,7.8,0.007633588
5665,District of Columbia,Season peak percentage,Bin,percent,7.8,7.9,0.007633588
5666,District of Columbia,Season peak percentage,Bin,percent,7.9,8,0.007633588
5667,District of Columbia,Season peak percentage,Bin,percent,8,8.1,0.007633588
5668,District of Columbia,Season peak percentage,Bin,percent,8.1,8.2,0.007633588
5669,District of Columbia,Season peak percentage,Bin,percent,8.2,8.3,0.007633588
5670,District of Columbia,Season peak percentage,Bin,percent,8.3,8.4,0.007633588
5671,District of Columbia,Season peak percentage,Bin,percent,8.4,8.5,0.007633588
5672,District of Columbia,Season peak percentage,Bin,percent,8.5,8.6,0.007633588
5673,District of Columbia,Season peak percentage,Bin,percent,8.6,8.7,0.007633588
5674,District of Columbia,Season peak percentage,Bin,percent,8.7,8.8,0.007633588
5675,District of Columbia,Season peak percentage,Bin,percent,8.8,8.9,0.007633588
5676,District of Columbia,Season peak percentage,Bin,percent,8.9,9,0.007633588
5677,District of Columbia,Season peak percentage,Bin,percent,9,9.1,0.007633588
5678,District of Columbia,Season peak percentage,Bin,percent,9.1,9.2,0.007633588
5679,District of Columbia,Season peak percentage,Bin,percent,9.2,9.3,0.007633588
5680,District of Columbia,Season peak percentage,Bin,percent,9.3,9.4,0.007633588
5681,District of Columbia,Season peak percentage,Bin,percent,9.4,9.5,0.007633588
5682,District of Columbia,Season peak percentage,Bin,percent,9.5,9.6,0.007633588
5683,District of Columbia,Season peak percentage,Bin,percent,9.6,9.7,0.007633588
5684,District of Columbia,Season peak percentage,Bin,percent,9.7,9.8,0.007633588
5685,District of Columbia,Season peak percentage,Bin,percent,9.8,9.9,0.007633588
5686,District of Columbia,Season peak percentage,Bin,percent,9.9,10,0.007633588
5687,District of Columbia,Season peak percentage,Bin,percent,10,10.1,0.007633588
5688,District of Columbia,Season peak percentage,Bin,percent,10.1,10.2,0.007633588
5689,District of Columbia,Season peak percentage,Bin,percent,10.2,10.3,0.007633588
5690,District of Columbia,Season peak percentage,Bin,percent,10.3,10.4,0.007633588
5691,District of Columbia,Season peak percentage,Bin,percent,10.4,10.5,0.007633588
5692,District of Columbia,Season peak percentage,Bin,percent,10.5,10.6,0.007633588
5693,District of Columbia,Season peak percentage,Bin,percent,10.6,10.7,0.007633588
5694,District of Columbia,Season peak percentage,Bin,percent,10.7,10.8,0.007633588
5695,District of Columbia,Season peak percentage,Bin,percent,10.8,10.9,0.007633588
5696,District of Columbia,Season peak percentage,Bin,percent,10.9,11,0.007633588
5697,District of Columbia,Season peak percentage,Bin,percent,11,11.1,0.007633588
5698,District of Columbia,Season peak percentage,Bin,percent,11.1,11.2,0.007633588
5699,District of Columbia,Season peak percentage,Bin,percent,11.2,11.3,0.007633588
5700,District of Columbia,Season peak percentage,Bin,percent,11.3,11.4,0.007633588
5701,District of Columbia,Season peak percentage,Bin,percent,11.4,11.5,0.007633588
5702,District of Columbia,Season peak percentage,Bin,percent,11.5,11.6,0.007633588
5703,District of Columbia,Season peak percentage,Bin,percent,11.6,11.7,0.007633588
5704,District of Columbia,Season peak percentage,Bin,percent,11.7,11.8,0.007633588
5705,District of Columbia,Season peak percentage,Bin,percent,11.8,11.9,0.007633588
5706,District of Columbia,Season peak percentage,Bin,percent,11.9,12,0.007633588
5707,District of Columbia,Season peak percentage,Bin,percent,12,12.1,0.007633588
